TRICODE,IATA CODE,CALLSIGN,COMMON NAME,COMPANY/CORPORATE NAME,COUNTRY
KUS,-,KUSWAG,NATIONAL AIRLINES,NATIONAL AIRWAYS CORPORATION CAPE TOWN (PTY) LTD TRADING AS NATIONAL AIRLINES,SOUTH AFRICA
NCR,N8,NATIONAL CARGO,NATIONAL AIRLINES,"NATIONAL AIR CARGO GROUP, INC. (YPSILANTI, MI)",UNITED STATES OF AMERICA
NAE,-,NATIONAL,NATIONAL AIRWAYS,NATIONAL AIRWAYS,ETHIOPIA
LFI,-,AEROMED,NATIONAL AIRWAYS CORPORATION,"NATIONAL AIRWAYS CORPORATION (HELICOPTERS) LTD, SOUTH AFRICA",SOUTH AFRICA
NTN,-,NATCHAIR,NATIONAL AIRWAYS CORPORATION,NATIONAL AIRWAYS CORPORATION (PTY.) LTD.,SOUTH AFRICA
GTY,-,-,NATIONAL AVIATION COMPANY,NATIONAL AVIATION COMPANY,EGYPT
TYT,-,TRINITY,NATIONAL FLIGHT CENTRE,NATIONAL FLIGHT CENTRE LTD.,IRELAND
GRD,-,GRID,NATIONAL GRID,NATIONAL GRID CO PLC.,UNITED KINGDOM
QJE,QF,KANGA,NATIONAL JET SYSTEMS,NATIONAL JET SYSTEMS PTY LTD,AUSTRALIA
NJS,-,NATIONAL JET,NATIONAL JET SYSTEMS GROUP,NATIONAL JET SYSTEMS GROUP,AUSTRALIA
EGS,-,EVERGLADES,NATIONAL JETS,"NATIONAL JETS, INC.",UNITED STATES OF AMERICA
NOL,-,NAT AIRLINE,NATIONAL OVERSEAS AIRLINES COMPANY,NATIONAL OVERSEAS AIRLINES COMPANY,EGYPT
UKP,-,POLICE,NATIONAL POLICE AIR SERVICE,UK HOME OFFICE,UNITED KINGDOM
NRG,-,-,NATIONALE REGIONALE TRANSPORT,NATIONALE REGIONALE TRANSPORT,GABON
NVT,-,NATIVE,NATIVE AMERICAN AIR AMBULANCE,"NATIVE AMERICAN AIR AMBULANCE, INC. (MESA, AZ)",UNITED STATES OF AMERICA
OAN,-,OTAN,NATO,NATO NORTH ATLANTIC TREATY ORGANISATION,BELGIUM
MAG,-,MAGMA,NATO AGS,NATO ALLIANCE GROUND SURVEILLANCE (AGS),ITALY
NAG,-,NATO,NATO AWACS,NAEW&C FORCE E-3A FLEET,GERMANY
BRK,-,BARTOK,NATO HUNGARY,HEAVY AIRLIFT WING (NATO HUNGARY),HUNGARY
MMF,-,MULTI,NATO SUPPORT AND PROCUREMENT AGENCY,NATO SUPPORT AND PROCUREMENT AGENCY,NETHERLANDS
RFI,-,SHERLOCK,NATS,NATIONAL AIR TRAFFIC SERVICES LTD,UNITED KINGDOM
EVM,-,SCIENCE,NATURAL ENVIRONMENT RESEARCH COUNCIL,NATURAL ENVIRONMENT RESEARCH COUNCIL,UNITED KINGDOM
NRR,-,NATUREAIR,NATUREAIR,NATUREAIR,COSTA RICA
NRK,-,NATURELINK,NATURELINK CHARTER,NATURELINK CHARTER (PTY) LTD,SOUTH AFRICA
RON,-,AIR NAURU,NAURU AIR CORPORATION,NAURU AIR CORPORATION,NAURU
NVC,-,NAV CAN,NAV CANADA,NAV CANADA,CANADA
NAV,-,NAV DISPATCH,NAV FLIGHT PLANNING,NAV FLIGHT PLANNING,CZECHIA
NVP,-,-,NAVEGACAO AEREA DE PORTUGAL,"NAVEGACAO AEREA DE PORTUGAL, NAV, EP",PORTUGAL
IRI,-,NAVID,NAVID,NAVID,IRAN
NVM,-,NAVIERA,NAVIERA MEXICANA,"NAVIERA MEXICANA, S.A. DE C.V.",MEXICO
XNV,-,-,NAVINC AIRLINES SERVICES,"TIGIN LTD. D/B/A NAVINC AIRLINES SERVICES (HONOLULU, HI)",UNITED STATES OF AMERICA
XNS,-,-,NAVTECH,NAVTECH SYSTEMS SUPPORT INC.,CANADA
NUR,-,-,NAWRS AIR,NAWRS AIR,LIBYA
NAY,-,NAYSA,NAYSA SERVICIOS AEREOS,NAYSA SERVICIOS AEREOS S.L.,SPAIN
NDT,-,ND AEROTAXIS,ND AEROTAXIS,"ND AEROTAXIS, S.A. DE C.V.",MEXICO
NEC,-,NECON AIR,NECON AIR,NECON AIR LTD,NEPAL
NCG,-,NETHERLANDS COASTGUARD,NEDERLANDSE KUSTWACHT,NEDERLANDSE KUSTWACHT,NETHERLANDS
FCS,-,NESA,NEDGISTIC EXPRESS SERVICES & AVIATION,NEDGISTIC EXPRESS SERVICES & AVIATION,NETHERLANDS
NFT,-,NEFTEAVIA,NEFTEYUGANSK AVIATION DIVISION,NEFTEYUGANSK AVIATION DIVISION,BRAZIL
NEL,-,NELLA,NELLA AIRLINES,NELLA AIRLINES LTDA,BRAZIL
CGE,-,COLLEGE,NELSON AVIATION COLLEGE,NELSON AVIATION COLLEGE LTD,NEW ZEALAND
NOS,NO,MOONFLOWER,NEOS,NEOS S.P.A.,ITALY
RNA,-,ROYAL NEPAL,NEPAL AIRLINES,NEPAL AIRLINES CORPORATION,NEPAL
NSL,-,NERICAIR,NERIC LIMITED,NERIC LIMITED,UNITED KINGDOM
NMA,NE,NESMA,NESMA AIRLINES,NESMA AIRLINES,EGYPT
NSS,-,NESMA CONNECT,NESMA AIRLINES,NESMA AIRLINES SAUDI ARABIA,SAUDI ARABIA
ANV,-,NESTAV,NESTOIL,NESTOIL LIMITED,NIGERIA
MEX,-,-,NETEX CONSULTING,S.C. NETEX CONSULTING S.R.L.,ROMANIA
NFX,-,SUNSET,"NETFLIX, INC.","NETFLIX, INC.",UNITED STATES OF AMERICA
NJT,-,NETJET,NETJET INTERNATIONAL,"NETJET INTERNATIONAL (EAST GRANBY, CT)",UNITED STATES OF AMERICA
EJA,-,EXECJET,NETJETS,"NETJETS AVIATION, INC. (COLUMBUS, OH)",UNITED STATES OF AMERICA
NEJ,-,NET BUSINESS,NETJETS,NETJETS BUSINESS AVIATION LIMITED,CHINA
NJE,-,FRACTION,NETJETS,"NETJETS, TRANSPORTES AEREOS S.A.",PORTUGAL
NJU,-,ARTISAN,NETJETS UK,NETJETS AIR TRANSPORT UK LTD,UNITED KINGDOM
NWK,-,NETLINK,NETWORK AVIATION AUSTRALIA,NETWORK AVIATION AUSTRALIA,AUSTRALIA
NET,-,NETWORK,NETWORK AVIATION SERVICES,NETWORK AVIATION SERVICES (NIG) LTD,NIGERIA
...,-,FLIGHTIMAGES,NETWORK MAPPING,NETWORK MAPPING LTD,UNITED KINGDOM
GDQ,-,-,NEW ENGLAND AIR NATIONAL GUARD,"LINCOLN, NE AIR NATIONAL GUARD (LINCOLN, NE)",UNITED STATES OF AMERICA
NEA,-,NEW ENGLAND,NEW ENGLAND AIRLINES,"NEW ENGLAND AIRLINES, INC. (WESTERLY, RI)",UNITED STATES OF AMERICA
NHT,-,NEWHEIGHTS,NEW HEIGHTS,NEW HEIGHTS 291 (PTY) LTD,SOUTH AFRICA
NJA,-,SHIN NIHON,NEW JAPAN AVIATION,"NEW JAPAN AVIATION CO., LTD",JAPAN
NWD,-,NEW WORLD,NEW WORLD JET CORPORATION,"NEW WORLD JET CORPORATION (RONKONKOMA, NY)",UNITED STATES OF AMERICA
GRY,-,GRAY RIDER,NEW YORK STATE POLICE,"NEW YORK STATE POLICE (ALBANY, NY)",UNITED STATES OF AMERICA
KIW,-,KIWI,NEW ZEALAND AIR FORCE,ROYAL NEW ZEALAND AIR FORCE,NEW ZEALAND
KRC,-,KIWI RESCUE,NEW ZEALAND DEFENCE FORCE,NEW ZEALAND DEFENCE FORCE,NEW ZEALAND
VGO,-,VIRGO,NEWGEN AIRWAYS,"NEWGEN AIRWAYS CO., LTD.",THAILAND
NES,-,NEWS,NEWS AIRLINES,NORTH EAST WEST SOUTH AIRLINES AB,SWEDEN
XGN,-,NEXGEN,NEXGEN FLIGHT SOLUTIONS,"NEXGEN FLIGHT SOLUTIONS, LLC",UNITED STATES OF AMERICA
NXT,-,NEXTNET,NEXTNET,NEXTNET,UNITED STATES OF AMERICA
NXS,-,NEXUS AVIATION,NEXUS AVIATION,NEXUS AVIATION LIMITED,NIGERIA
NXU,-,NEXUS,NEXUS FLIGHT OPERATIONS,NEXUS FLIGHT OPERATIONS SERVICES,SAUDI ARABIA
XGE,-,SOARING EAGLE,NG EAGLE,NG EAGLE LIMITED,NIGERIA
NHG,-,HELGA,NHT LINHAS AEREAS,NHT LINHAS AEREAS LTDA.,BRAZIL
NHD,-,NEMO,NHV,NHV A/S,DENMARK
NHV,-,-,NHV AVIATION,NHV AVIATION,GHANA
NHZ,-,GOLD,NHV HELICOPTERS,NHV HELICOPTERS LTD,UNITED KINGDOM
NAR,-,NICA AIRWAYS,NICARAGUA AIRWAYS,"AVIACION NACIONAL DE NICARAGUA, S.A. (NICARAGUA AIRWAYS)",NICURAGUA
NIS,-,NICA,NICARAGUENSE DE AVIACION,"NICARAGUENSE DE AVIACION, S.A (NICA)",NICARAGUA
...,-,CANOPY,NICHOLAS R SIMMONS,NICHOLAS R SIMMONS,UNITED KINGDOM
JTZ,-,STEEL JET,NICHOLAS SERVICES,"NICHOLAS SERVICES, LLC",UNITED STATES OF AMERICA
NCN,-,NICON AIRWAYS,NICON AIRWAYS,NICON AIRWAYS LIMITED,NIGERIA
NAB,-,NIGER CARGO,NIGER AIR CARGO,NIGER AIR CARGO,NIGER
NIN,-,NIGER AIRLINES,NIGER AIRLINES,NIGER AIRLINES,NIGER
NWA,-,SOLEIL NIGER,NIGER AIRWAYS,NIGER AIRWAYS,NIGER
NWB,-,NIGERIA AIR,NIGERIA AIR,NIGERIA AIR,NIGERIA
NGR,-,NIGERIAN AIRFORCE,NIGERIAN AIR FORCE,NIGERIAN AIR FORCE,NIGERIA
NGX,-,AIR GLOBAL,NIGERIAN GLOBAL,NIGERIAN GLOBAL,NIGERIA
NIA,NP,NILE BIRD,NILE AIR,NILE AIR,EGYPT
NSA,-,NILE SAFARIS,NILE SAFARIS AVIATION,NILE SAFARIS AVIATION,SUDAN
NLW,-,NILE WINGS,NILE WINGS,NILE WINGS AVIATION SERVICES,SUDAN
HBB,-,-,NIMBUS,NIMBUS,SPAIN
NSR,-,AIR STAR,NINE STAR AIRWAYS,NINE STAR AIRWAYS CO. LTD.,THAILAND
HTK,-,LINGBIRD,NINGXIA CARGO,NINGXIA CARGO AIRLINES CO. LTD.,CHINA
NCA,KZ,NIPPON CARGO,NIPPON CARGO AIRLINES,"NIPPON CARGO AIRLINES CO., LTD.",JAPAN
UAI,-,-,NIUAS/13AEF,NORTHERN IRELAND UNIVERSITY AIR SQUADRON /13 AIR EXPERIENCE FLIGHT,UNITED KINGDOM
NVK,-,VARTOVSKAVIA,NIZHNEVARTOVSKAVIA,NIZHNEVARTOVSKAVIA,RUSSIAN FEDERATION
NLM,-,+,NO LIMITS AIR,NO LIMITS AIR,SPAIN
NOA,-,NOAA,NOAA,NATIONAL OCEANIC & ATMOSPHERIC ADMINISTRATION,UNITED STATES OF AMERICA
NRA,-,AIRNOAR,NOAR LINHAS AEREAS,NOAR LINHAS AEREAS,BRAZIL
NOB,-,SWEDLINE,NOBISAIR,NOBISAIR AB,SWEDEN
JLJ,-,HIGHBORN,NOBLE AIR CHARTER,NOBLE AIR CHARTER INC.,UNITED STATES OF AMERICA
NOK,-,NOK AIR,NOK AIRLINES,"NOK AIRLINES PUBLIC CO., LTD",THAILAND
NCT,-,BIG BIRD,NOKSCOOT,NOKSCOOT AIRLINES CO. LTD.,THAILAND
NRL,-,NOLINOR,NOLINOR AVIATION,NOLINOR AVIATION,CANADA
NUB,-,VALLETTA,NOMAD AVIATION,NOMAD AVIATION (EUROPE) LTD,MALTA
NUM,-,BULLY,NOMAD AVIATION,NOMAD AVIATION AG,SWITZERLAND
OMD,-,NOMADIC,NOMADIC AVIATION GROUP,NOMADIC AVIATION GROUP,UNITED STATES OF AMERICA
CBZ,-,COOL BREEZE,NONSTOP AVIATION,"NONSTOP AVIATION (BOCA RATON, FL)",UNITED STATES OF AMERICA
NHX,-,EVO,NOORDZEE HELIKOPTERS VLAANDEREN,NOORDZEE HELIKOPTERS VLAANDEREN,BELGIUM
ROW,-,ROTORWING,NOR AVIATION,NOR AVIATION,NORWAY
NHE,-,NORD,NORD HELIKOPTER,NORD HELIKOPTER,NORWAY
NDD,-,NORDEND,NORDEND,NORDEND SRL,ITALY
FFX,-,FLEX BRASIL,NORDESTE LINHAS AEREAS,"NORDESTE LINHAS AEREAS, S.A.",BRAZIL
DOK,-,DOCTOR,NORDIC AIR AMBULANCE,NORDIC AIR AMBULANCE A/S,DENMARK
WET,,BAREFOOT,NORDIC SEAPLANES,NORDIC SEAPLANES A/S,DENAMRK
WET,-,BAREFOOT,NORDIC SEAPLANES,NORDIC SEAPLANES A/S,DENAMRK
NOU,-,NORDUN,NORDIC UNMANNED,NORDIC UNMANNED AS,NORWAY
NDA,-,NORDICA AIR,NORDICA,NORDICA,ESTONIA
NFE,-,NORDIC BLUE,NORDICFLITE,NORDICFLITE OY LTD,FINLAND
TYA,Y7,TAIMYR,NORDSTAR,JOINT-STOCK COMPANY NORDSTAR AIRLINES,RUSSIAN FEDERATION
EHR,-,ROTOR,NORDURFLUG,NORDURFLUG EHF,ICELAND
NWS,N4,NORDLAND,NORDWIND AIRLINES,NORDWIND LLC,RUSSIAN FEDERATION
NRT,-,NORESTAIR,NORESTAIR,"NORESTAIR, S.L.",SPAIN
BNY,-,BOUNTY,NORFOLK ISLAND AIRLINES,NORFOLK ISLAND AIRLINES,AUSTRALIA
FNA,-,-,NORLANDAIR,NORLANDAIR,ICELAND
FCM,N7,FINNCOMM,NORRA,NORDIC REGIONAL AIRLINES OY,FINLAND
NRX,-,NORSE AIR,NORSE AIR,NORSE AIR CHARTER,SOUTH AFRICA
NBT,-,LONGSHIP,NORSE ATLANTIC AIRWAYS,NORSE ATLANTIC AIRWAYS AS,NORWAY
DOC,-,HELIDOC,NORSK LUFTAMBULANSE,NORSK LUFTAMBULANSE A/S,NORWAY
RTV,-,TIC-TAC,NORTAVIA,NORTAVIA,PORTUGAL
NAO,-,NORTH AMERICAN,NORTH AMERICAN AIRLINES,"NORTH AMERICAN AIRLINES, INC. (JAMAICA, NY)",UNITED STATES OF AMERICA
SFH,-,STARFISH,NORTH AMERICAN JET CHARTER GROUP,"NORTH AMERICAN JET CHARTER GROUP, LLC (WHEELING, IL)",UNITED STATES OF AMERICA
NAT,-,MASS AIR,NORTH ATLANTIC AIR,"NORTH ATLANTIC AIR, INC. (DANVERS, MA)",UNITED STATES OF AMERICA
NCB,-,NORTH CARIBOU,NORTH CARIBOU AIR,NORTH CARIBOU FLYING SERVICE LTD.,CANADA
FTK,-,FIRETAC,NORTH CAROLINA FOREST SERVICE,NORTH CAROLINA FOREST SERVICE,UNITED STATES OF AMERICA
NCJ,-,NORTH CENTRAL,NORTH CENTRAL AVIATION,"NORTH CENTRAL AVIATION, LLC (ST. PAUL, MN)",UNITED STATES OF AMERICA
NKT,-,NORTH COUNTRY,NORTH COUNTRY AVIATION,"NORTH COUNTRY AVIATION, INC. (GAYLORD, MI)",UNITED STATES OF AMERICA
FRI,-,FREEFLIGHT,NORTH EAST CHARTERS,FREEDOM AIR (PTY) LTD T/A NORTH EAST CHARTERS,SOUTH AFRICA
NFA,-,NORTH FLYING,NORTH FLYING,NORTH FLYING A/S,DENMARK
MVK,-,MINN STATE,NORTH STAR AVIATION,NORTH STAR AVIATION,UNITED STATES OF AMERICA
NFL,-,GREAT LAKES,NORTHAIRE FREIGHT LINES,"NORTHAIRE FREIGHT LINES LTD. (DAVISBURG, MI)",UNITED STATES OF AMERICA
NSF,-,NORTON,NORTHAMPTONSHIRE SCHOOL OF FLYING,NORTHAMPTONSHIRE SCHOOL OF FLYING LTD,UNITED KINGDOM
NEN,-,NORTHEAST SWAN,NORTH-EAST AIRLINES,NORTH-EAST AIRLINES LTD,NIGERIA
BIT,-,RUN BITTY,NORTHEAST AVIATION,"NORTHEAST AVIATION, INC. (LANSING, IL)",UNITED STATES OF AMERICA
NEW,-,NORTHEASTERN,NORTHEASTERN AVIATION CORPORATION,NORTHEASTERN AVIATION CORPORATION,UNITED STATES OF AMERICA
NLI,-,NORTH LINK,NORTHERN AIR,NORTHERN AIR CHARTER (P.R.) INC.,CANADA
NAC,-,YUKON,NORTHERN AIR CARGO,"NORTHERN AIR CARGO, INC. (ANCHORAGE, AK)",UNITED STATES OF AMERICA
NEX,-,NEATAX,NORTHERN EXECUTIVE AVIATION,NORTHERN EXECUTIVE AVIATION LTD.,UNITED KINGDOM
NHC,-,NORTHERN,NORTHERN HELICOPTER,"NORTHERN HELICOPTER GMBH, EMDEN",GERMANY
NUS,-,ENJET,NORTHERN ILLINOIS FLIGHT CENTER,"NORTHERN ILLINOIS FLIGHT CENTER, INC.",UNITED STATES OF AMERICA
NJM,-,NORTHERN JET,NORTHERN JET MANAGEMENT,NORTHERN JET MANAGEMENT,UNITED STATES OF AMERICA
NSI,-,NORTHERN SKIES,NORTHERN SKIES AVIATION,"NORTHERN SKIES AVIATION, INC. (LAUREL, MT)",UNITED STATES OF AMERICA
NWH,-,NORTHERN WINGS,NORTHERN WINGS,NORTHERN WINGS SA,GREECE
GJA,-,GREY JAY,NORTHSTAR AIR TOURS,1590877AB,CANADA
NHL,-,NORTHUMBRIA,NORTHUMBRIA HELICOPTERS,NORTHUMBRIA HELICOPTERS LIMITED,UNITED KINGDOM
NAL,-,NORTHWAY,NORTHWAY AVIATION,NORTHWAY AVIATION LTD,CANADA
NWC,-,WEST WAY,NORTH-WEST,AIRCOMPANY NORTH-WEST LLC,RUSSIAN FEDERATION
NWE,-,-,NORTHWEST AERO ASSOCIATES,"NORTHWEST AERO ASSOCIATES, INC. (ELKO, NV)",UNITED STATES OF AMERICA
NWF,-,SECOND CITY,NORTHWEST FLYERS,"NORTHWEST FLYERS, INC. (SCHAUMBURG, IL)",UNITED STATES OF AMERICA
PLR,-,POLARIS,NORTHWESTERN AIR,NORTHWESTERN AIR LEASE LTD.,CANADA
CNW,-,TANG,NORTH-WESTERN CARGO,"NORTH-WESTERN CARGO INTERNATIONAL AIRLINES CO., LTD",CHINA
NWO,-,-,NORTHWOOD,NORTHWOOD HEADQUARTERS (RAF),UNITED KINGDOM
NWL,-,NORTHWRIGHT,NORTH-WRIGHT AIRWAYS,NORTH WRIGHT AIR LTD,CANADA
NSW,LE,-,NORWEGIAN,NORWEGIAN AIR SWEDEN AB,SWEDEN
NSZ,D8,NORLIGHT,NORWEGIAN,NORWEGIAN AIR SWEDEN AOC AB,SWEDEN
NAN,DH,NORSHIP,NORWEGIAN AIR,NORWEGIAN AIR NORWAY AS,NORWAY
NAA,-,NORUEGA,NORWEGIAN AIR ARGENTINA,NORWEGIAN AIR ARGENTINA,ARGENTINA
NOW,-,NORWEGIAN,NORWEGIAN AIR FORCE,ROYAL NORWEGIAN AIR FORCE,NORWAY
IBK,-,NORTRANS,NORWEGIAN AIR INTERNATIONAL ,NORWEGIAN AIR INTERNATIONAL LTD,IRELAND
NAX,-,NORSHUTTLE,NORWEGIAN AIR SHUTTLE,NORWEGIAN AIR SHUTTLE A.S.,NORWAY
NOZ,DY,NORDIC,NORWEGIAN AIR SHUTTLE,NORWEGIAN AIR SHUTTLE AOC AS,NORWAY
NRS,-,RED NOSE,NORWEGIAN AIR UK,NORWEGIAN AIR UK LTD.,UNITED KINGDOM
XNT,-,-,NOTAMS INTERNATIONAL,"NOTAMS INTERNATIONAL, INC. (PEACHTREE CITY, GA)",UNITED STATES OF AMERICA
LBT,BJ,NOUVELAIR,NOUVELAIR,NOUVELAIR LIMITED COMPANY,TUNISIA
NVS,-,NOUVELLE AFFAIRES,NOUVELLE AIR,NOUVELLE AIR AFFAIRES GABON,GABON
VUN,-,AIRIVOIRE,NOUVELLE AIR IVOIRE,NOUVELLE AIR IVOIRE,COTE D'IVOIRE
NVR,N9,NAVIGATOR,NOVA AIRLINES,NOVA AIRLINES AB,SWEDEN
NOV,-,NOVANILE,NOVA AIRWAYS,NOVA AIRWAYS,SUDAN
WWN,-,NOVAWEST,NOVA WEST AVIATION,NOVA WEST AVIATION C.A.,VENEZUELA
NAI,NG,NOVAIR,NOVAIR,"""NOVAIR"" LIMITED LIABILITY COMPANY",ARMENIA
NOJ,-,NOVAJET,NOVAJET,NOVAJET (2106701 ONTARIO INC.),CANADA
NVQ,-,NOVO AIR,NOVO AIR,NOVO AIR,BANGLADESH
CLW,-,CENTRALWINGS,NOWY PRZEWOZNIK,NOWY PRZEWOZNIK SP. Z.O.O.,POLAND
NTA,-,THUNDERBIRD,NT AIR,NORTHERN THUNDERBIRD AIR LTD.,CANADA
SJK,-,NUSANTARA,NUSANTARA AIR CHARTER,"NUSANTARA AIR CHARTER, PT.",INDONESIA
KPO,-,KRYPTO,NXT JET,"NXT JET, INC",UNITED STATES OF AMERICA
NYS,-,NYASA,NYASA EXPRESS,NYASA EXPRESS,MALAWI
NYX,-,NYX AIR,NYXAIR,NYXAIR OU,ESTONIA
WAR,-,WARBIRDS,NZ WARBIRDS,NZ WARBIRDS ASSOCIATION INC.,NEW ZEALAND
OGA,-,OASIS AIR,OASIS AIR,OASIS AIR,NIGER
OAS,-,ORCHID,OASIS FLIGHT,OASIS FLIGHT LTD,UNITED KINGDOM
BCN,-,BLUE OCEAN,OCEAN AIR,OCEAN AIR,MAURITANIA
ONE,-,OCEANAIR,OCEANAIR,OCEANAIR - LINHAS AEREAS LTDA.,BRAZIL
ZOZ,-,OCEANA,OCEANIC AIR TRAFFIC CONTROL,OCEANIC AIR TRAFFIC CONTROL,ICAO
OCL,-,SOCA,OCL BARBADOS,OCL BARBADOS LTD,BARBADOS
OHS,-,ODENGENE,ODENGENE AIR SHUTTLE,ODENGENE AIR SHUTTLE SERVICES LIMITED,NIGERIA
OAZ,-,-,ODESSA AIRCRAFT PLANT,ODESSA AIRCRAFT PLANT,UKRAINE
OFK,-,-,OFEK,OFEK,ISRAEL
FOC,-,FOCA,OFFICE FEDERAL DE L'AVIATION CIVILE,OFFICE FEDERAL DE L'AVIATION CIVILE,SWITZERLAND
GBO,-,+,OGOOUE AIR CARGO,OGOOUE AIR CARGO,GABON
OSU,-,SCARLET,OHIO STATE UNIVERSITY,"OHIO STATE UNIVERSITY FLIGHT EDUCATION DIVISION (COLUMBUS, OH)",UNITED STATES OF AMERICA
ECA,-,DARK KNIGHT,OHL AIR CHARTERFLUG,OHL AIR CHARTERFLUG,GERMANY
NTF,-,NETFLIGHT,OK AVIATION,OK AVIATION WINGS,CZECHIA
OKJ,-,OKADA AIR,OKADA AIRLINES,OKADA AIRLINES LIMITED,NIGERIA
OKA,BK,OKAYJET,OKAY AIRWAYS,OKAY AIRWAYS COMPANY LIMITED,CHINA
OKL,-,OKLAHOMA,OKLAHOMA DEPARTMENT OF PUBLIC SAFETY,"OKLAHOMA DEPARTMENT OF PUBLIC SAFETY, TROOP O (BETHANY, OK)",UNITED STATES OF AMERICA
OST,-,OSTATE,OKLAHOMA STATE UNIVERSITY,OKLAHOMA STATE UNIVERSITY,UNITED STATES OF AMERICA
OKW,-,-,OK-TRANS,OK-TRANS LLC,RUSSIAN FEDERATION
FET,-,FREIGHT LINE,OLD DOMINION FREIGHT LINES,"OLD DOMINION FREIGHT LINES, INC. (THOMASVILLE, NC)",UNITED STATES OF AMERICA
YAP,-,WHITEKEKO,OLT EXPRESS POLAND,OLT EXPRESS POLAND SP. Z.O.O.,POLAND
OAL,OA,OLYMPIC,OLYMPIC AIR,OLYMPIC AIR S.A.,GREECE
OBC,-,OLYCAM,OLYMPIC BROADCASTING SERVICES,OLYMPIC BROADCASTING SERVICES,UNITED KINGDOM
OLY,-,OLYAIR,OLYMPUS AIRWAYS,OLYMPUS AIRWAYS,GREECE
OMA,WY,OMAN AIR,OMAN AIR,OMAN AIR,OMAN
MJN,-,MAJAN,OMAN AIR FORCE,ROYAL AIR FORCE OF OMAN (AIR TRANSPORT),OMAN
ROP,-,-,OMAN POLICE,ROYAL OMAN POLICE,OMAN
ORF,-,OMAN,OMAN ROYAL FLIGHT,OMAN ROYAL FLIGHT,OMAN
OME,-,OMEGA TANKER,OMEGA AERIAL REFUELING SERVICES,"OMEGA AERIAL REFUELING SERVICES, INC.",UNITED STATES OF AMERICA
OAV,-,OMNI,OMNI,"OMNI - AVIACAO E TECNOLOGIA, LDA",PORTUGAL
OMB,-,OMNIBLU,OMNI - BLU AVIATION,OMNI - BLU AVIATION,NIGERIA
OAE,OY*,OMNI-EXPRESS,OMNI AIR,"OMNI AIR INTERNATIONAL, INC. (TULSA, OK)",UNITED STATES OF AMERICA
DRL,-,DRILLER,OMNI AIR TRANSPORT,"OMNI AIR TRANSPORT, LLC (TULSA, OK)",UNITED STATES OF AMERICA
OMI,-,OMNI AIR,OMNI TAXI AEREO,OMNI TAXI AEREO S.A.,BRAZIL
ONI,-,OMNI TRAINING,OMNI TRAINING,OMNI AVIATION TRAINING CENTER,PORTUGAL
OMF,-,OMNIFLYS,OMNISKY,"OMNISKY, S.A. DE C.V.",MEXICO
HGO,HC*,HAMPTON,ONE AIR,ONE AIR LTD,UNITED KINGDOM
ONS,-,AIR DREAMS,ONE AIRLINES,ONE AIRLINES,CHILE
OEW,-,DREAMER,ONE AIRWAYS,ONE AIRWAYS,SPAIN
VCY,-,VINCY,ONE CARIBBEAN,ONE CARIBBEAN LTD,SAINT VINCENT AND THE GRENADINES
OJO,-,OHJOH,ONEJETONE AIRWAYS,ONEJETONE AIRWAYS,KENYA
OSC,-,UNCIELO,ONESKY CHILE,ONESKY AVIATION SERVICES SPA (ONESKY CHILE),CHILE
OTK,-,ON TRACK,ON-TRACK AVIATION,ON-TRACK AVIATION LTD,UNITED KINGDOM
OHY,-,ONUR AIR,ONUR AIR,ONUR HAVA TASIMACILIK AWMS,TURKEY
OFL,-,OPEN FLIGHT,OPEN FLIGHT,OPEN FLIGHT,FRANCE
OSY,-,OPEN SKIES,OPEN SKIES,OPEN SKIES CONSULTATIVE COMMISSION (OSCC),UNITED STATES OF AMERICA
OSA,-,-,OPEN SKY AVIATION,OPEN SKY AVIATION S.A.R.L.,LEBANON
BOS,-,MISTRAL,OPENSKIES,OPENSKIES,FRANCE
OPJ,-,OPERA JET,OPERA JET,OPERA JET LTD,SLOVAKIA
OPR,-,AVIACORE,OPERACIONES AVIACORE,OPERACIONES AVIACORE SA DE CV,MEXICO
OLE,-,OPERADORA,OPERADORA,"OPERADORA DE LINEAS EJECUTIVAS, S.A. DE C.V.",MEXICO
OLL,-,MINMEX,OPERADORA,"OPERADORA LLAMINMEX, S.A. DE C.V.",MEXICO
OPV,-,OPERADORA DE VUELOS,OPERADORA,"OPERADORA DE VUELOS EJECUTIVOS, S.A. DE C.V.",MEXICO
...,-,BRIGADE,OPERATIONAL SUPPORT SERVICES,OPERATIONAL SUPPORT SERVICES LTD,UNITED KINGDOM
ORN,-,ORANGE JET,ORANGE AIR,"ORANGE AIR LLC (SANFORD, FL)",UNITED STATES OF AMERICA
ORE,-,ORANGE AVIATION,ORANGE AVIATION,ORANGE AVIATION,ISRAEL
OTF,-,ORANGESKY,ORANGE2FLY,ORANGE2FLY AIRLINES S.A.,GREECE
OBS,6O,ORBEST,ORBEST,"ORBEST, S.A.",PORTUGAL
ORK,-,ORCA,ORCA AIRWAYS,ORCA AIRWAYS LTD,CANADA
CYE,-,SAKIRA,ORDOS GA,ORDOS GENERAL AVIATION CO. LTD.,CHINA
OML,-,MAMBRA,ORGANIZACOES MAMBRA,"ORGANIZACOES MAMBRA, LDA",ANGOLA
YYY,-,-,ORGANIZATION NOT ALLOCATED A DESIGNATOR ON AN EXCLUSIVE BASIS,ORGANIZATION NOT ALLOCATED A DESIGNATOR ON AN EXCLUSIVE BASIS,ICAO
